faci_cd,faci_nm,ftype_nm,cp_nm,cpb_nm,faci_road_addr,addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,fmng_cp_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,faci_mng_user_telno,atnm_chk_yn,fcob_nm,faci_addr,ssm_dsn_yn,faci_homepage,stand_seat_cnt,faci_gfa,cp_ymd,stand_cpt_psn_cnt
                                    8D430CA700C9A7BAE65CC82A5DCC0A86,평택 서부공설운동장,축구장,경기도,평택시,경기도 평택시 청북읍 서해로 1528-18,경기도,N,,2666,19960101.0,안출지역경제과 ,정상운영,자체운영        ,지자체,2017-12-16,평택시,실외,37.0305496662,17799.0,경기도,후사리,평택시,17799.0,031-8024-8245,126.9432566418,2025-05-18,공공,031-8024-8245,N,축구장,,N,,,93657.0,19960101.0,
                                    C271B6DD5DF319A94309D45FC921C2E0,축구장(장안2첨단산업단지공원(2호)),축구장,경기도,화성시,화성시 장안면 수촌리 1470-1,경기도,N,,2734,20171218.0,,정상운영,위탁운영        ,지자체,2017-12-18,화성시,없음,37.105547385,,경기도,,화성시,,,126.848506863,2024-10-31,공공,031-369-6273,N,축구장,화성시 장안면 수촌리 1470-1,,,,,,
                                    ACB221736F1C684CF2903208F5D2C980,축구장(도원체육공원),축구장,경기도,화성시,화성시 향남읍 행정리 478 ,경기도,N,,2937,20171218.0,,정상운영,위탁운영        ,지자체,2017-12-18,화성시,없음,37.1334549837,,경기도,,화성시,,,126.929026637,2024-10-31,공공,031-369-6273,N,축구장,화성시 향남읍 행정리 478 ,,,,,,
                                    E7A6283E97A31160AAC1B5BE1BF391E5,축구장(햇빛어린이공원(현대1호)),축구장,경기도,화성시,화성시 반월동 184-3,경기도,N,,2963,20171218.0,,정상운영,위탁운영        ,지자체,2017-12-18,화성시,없음,37.2327192602,,경기도,,화성시,,,127.056610535,2024-10-31,공공,031-369-6273,N,축구장,화성시 반월동 184-3,,,,,,
                                    AB09D2E642FE18348FE5468BFDFB0768,축구장(화성시청),축구장,경기도,화성시,화성시 납양읍 남양리 2000,경기도,N,,3022,20171218.0,,정상운영,자체운영        ,지자체,2017-12-18,화성시,없음,,,경기도,,화성시,,,,2024-10-31,공공,031-369-6273,N,축구장,화성시 납양읍 남양리 2000,,,,,,
                                    F045E10CAF5D02E129BA421BA999D55C,축구장(동탄1호체육공원),축구장,경기도,화성시,화성시 영천동 670-2,경기도,N,,3579,20171218.0,,정상운영,위탁운영        ,지자체,2017-12-18,화성시,,37.2054732143,,경기도,,화성시,,,127.106525062,2024-10-31,공공,031-369-6273,N,축구장,화성시 영천동 670-2,,,,,,
                                    EEC2F96A8936B5609762D964CDD7C9BE,축구장(매송체육공원),축구장,경기도,화성시,화성시 매송면 원평리 579,경기도,N,,3636,20171218.0,,정상운영,위탁운영        ,지자체,2017-12-18,화성시,없음,,,경기도,,화성시,,,,2024-10-31,공공,031-369-6273,N,축구장,화성시 매송면 원평리 579,,,,,,
                                    FF83B49299AD7565EB927AE76664C7FB,해제축구장,축구장,전라남도,무안군,전라남도 무안군 해제면 현해로 1695-42,전라남도,N,,3707,20170731.0,체육시설사업소,정상운영,자체운영        ,지자체,2017-07-31,무안군,실외,35.1103840269,58502.0,전라남도,신정리,무안군,58502.0,,126.2970112995,2025-01-10,공공,061-450-4097,N,축구장,,,,,,,
                                    43B392C4FE62A82C18BB8AB69F6AEFFD,미사리경정공원 잔디축구장,축구장,경기도,하남시,경기도 하남시 미사대로 505 (신장동),경기도,Y,미사리조정카누경기장,5371,19990101.0,공원경영팀,정상운영,위탁운영        ,국민체육,2016-11-07,,실외,37.553625001,12900.0,,신장동,하남시,12900.0,031-790-8831,127.2132313958,2024-10-31,공공,02-410-1322,N,축구장,,X,,,25296.0,,
                                    43CEBAF875D6E5CA241C0297F4C77831,주천고등학교 풋살경기장,축구장,강원특별자치도,영월군,강원특별자치도 영월군 주천면 주천로89번길 41,강원특별자치도,N,,5774,20161229.0,문화관광체육과,정상운영,자체운영        ,지자체,2016-12-29,영월군,실외,37.27391719512453,26203.0,강원특별자치도,,영월군,26203.0,,128.26456010646268,2024-10-31,공공,033-370-2918,N,축구장,강원특별자치도 영월군 주천면 주천리 1430 주천중·고등학교,,,,661.0,,
